Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
1023,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,40000,Mirpur,44
1024,"Section 11, Mirpur, Dhaka",950,3,3,11000,Mirpur,44
1025,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,40000,Mirpur,44
1026,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,40000,Mirpur,44
1027,"Abdullahbag, Uttar Badda, Badda, Dhaka",700,2,1,11000,Badda,3
1028,"Joar Sahara, Dhaka",700,2,2,13500,Joar Sahara,23
1029,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,35000,Mirpur,44
1030,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,35000,Mirpur,44
1031,"Avenue 2A, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,30000,Mirpur,44
1032,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",1800,3,3,18000,Mirpur,44
1033,"Block K, Baridhara, Dhaka",2250,3,3,80000,Baridhara,8
1034,"Block K, Baridhara, Dhaka",2500,3,3,150000,Baridhara,8
1035,"Hazaribag, Dhaka",850,2,2,16500,Hazaribag,20
1036,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,32000,Mirpur,44
1037,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,30000,Mirpur,44
1038,"Block B, Section 12, Mirpur, Dhaka",1000,2,2,17000,Mirpur,44
1039,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,22000,Mirpur,44
1040,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",1800,3,3,20000,Mirpur,44
1041,"Block B, Section 12, Mirpur, Dhaka",1100,2,2,18000,Mirpur,44
1042,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,30000,Mirpur,44
1043,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,30000,Mirpur,44
1044,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,30000,Mirpur,44
1045,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,30000,Mirpur,44
1046,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,30000,Mirpur,44
1047,"Block B, Section 12, Mirpur, Dhaka",1350,3,3,22000,Mirpur,44
1048,"Block B, Section 12, Mirpur, Dhaka",1000,2,2,17000,Mirpur,44
1049,"Block B, Section 12, Mirpur, Dhaka",850,2,2,15000,Mirpur,44
1050,"Block B, Section 12, Mirpur, Dhaka",500,1,1,10000,Mirpur,44
1051,"Block B, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1052,"Manikdi, Cantonment, Dhaka",700,2,2,11000,Cantonment,11
1053,"Manikdi, Cantonment, Dhaka",750,2,2,13000,Cantonment,11
1054,"Green City Housing, Mohammadpur, Dhaka",1600,3,3,18000,Mohammadpur,46
1055,"Middle Monipur, Mirpur, Dhaka",800,2,2,10000,Mirpur,44
1056,"Jagannath Shaha Road, Amligola, Lalbagh, Dhaka",600,2,2,13000,Lalbagh,37
1057,"Sector 14, Uttara, Dhaka",900,2,2,18000,Uttara,72
1058,"Block A, Section 12, Mirpur, Dhaka",1100,2,2,16500,Mirpur,44
1059,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,30000,Mirpur,44
1060,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,30000,Mirpur,44
1061,"Nadda, Dhaka",750,2,2,14500,Nadda,49
1062,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
1063,"Block A, Section 12, Mirpur, Dhaka",700,2,1,14000,Mirpur,44
1064,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,23000,Mirpur,44
1065,"Block A, Section 12, Mirpur, Dhaka",1200,3,3,23000,Mirpur,44
1066,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1200,3,3,16000,Mohammadpur,46
1067,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1200,3,3,16000,Mohammadpur,46
1068,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1200,3,3,16000,Mohammadpur,46
1069,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",1200,3,3,16000,Mohammadpur,46
1070,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1080,3,3,17000,Mirpur,44
1071,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,24000,Mirpur,44
1072,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,24000,Mirpur,44
1073,"Tejgaon, Dhaka",850,2,2,18000,Tejgaon,69
1074,"Shah Ali Bag, Section 1, Mirpur, Dhaka",1360,3,3,18000,Mirpur,44
1075,"Shah Ali Bag, Section 1, Mirpur, Dhaka",1220,3,3,16000,Mirpur,44
1076,"Lalbagh, Dhaka",950,3,3,20000,Lalbagh,37
1077,"Kallyanpur, Mirpur, Dhaka",750,2,2,15000,Mirpur,44
1078,"North Kamlapur, Kamlapur, Motijheel, Dhaka",1800,4,4,40000,Motijheel,47
1079,"Block A, Section 12, Mirpur, Dhaka",1350,3,3,25000,Mirpur,44
1080,"Block A, Section 12, Mirpur, Dhaka",1425,3,3,28000,Mirpur,44
1081,"Block A, Section 12, Mirpur, Dhaka",1425,3,3,28000,Mirpur,44
1082,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1200,2,2,26000,Mirpur,44
1083,"Shah Ali Bag, Section 1, Mirpur, Dhaka",1360,3,3,18000,Mirpur,44
1084,"Avenue 2, Block A, Section 11, Mirpur, Dhaka",1250,3,3,24000,Mirpur,44
1085,"Block A, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur,44
1086,"Block A, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur,44
1087,"Block A, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur,44
1088,"Block A, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur,44
1089,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1200,2,2,26000,Mirpur,44
1090,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1200,2,2,26000,Mirpur,44
1091,"Shah Ali Bag, Section 1, Mirpur, Dhaka",1360,3,3,18000,Mirpur,44
1092,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1200,2,2,26000,Mirpur,44
1093,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2370,4,4,40000,Mirpur,44
1094,"Avenue 3, Block A, Section 11, Mirpur, Dhaka",600,2,1,10000,Mirpur,44
1095,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1200,2,2,26000,Mirpur,44
1096,"Mirpur, Dhaka",1250,3,3,17000,Mirpur,44
1097,"Mohammadpur, Dhaka",800,3,2,18000,Mohammadpur,46
1098,"Pallabi Extension, Pallabi, Mirpur, Dhaka",1325,3,3,20000,Mirpur,44
1099,"Shantinagar, Dhaka",1450,3,3,32000,Shantinagar,61
1100,"Pallabi Extension, Pallabi, Mirpur, Dhaka",800,2,2,13000,Mirpur,44
1101,"Hazaribag, Dhaka",1000,3,2,20000,Hazaribag,20
1102,"Uttara, Dhaka",1500,3,3,18000,Uttara,72
1103,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur,46
1104,"Sector 5, Uttara, Dhaka",1400,3,3,20000,Uttara,72
1105,"Dhanmondi, Dhaka",1630,3,3,40000,Dhanmondi,14
1106,"Chawk Bazar, Lalbagh, Dhaka",650,2,2,16000,Lalbagh,37
1107,"Rupali Housing, Section 3, Mirpur, Dhaka",1200,3,3,17000,Mirpur,44
1108,"Rupali Housing, Section 3, Mirpur, Dhaka",1200,3,3,18000,Mirpur,44
1109,"Block C, Bashundhara R-A, Dhaka",2000,4,4,36000,Bashundhara,10
1110,"Turag Housing, Mohammadpur, Dhaka",750,2,2,11000,Turag,70
1111,"Middle Paikpara, Mirpur, Dhaka",1440,3,3,15000,Mirpur,44
1112,"Lalmatia, Dhaka",2200,3,3,40000,Lalmatia,38
1113,"Lalmati, Block E, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
1114,"Block A, Section 12, Mirpur, Dhaka",670,2,2,17000,Mirpur,44
1115,"Moneshwar, Hazaribag, Dhaka",700,2,2,15000,Hazaribag,20
1116,"Sector 7, Uttara, Dhaka",1400,3,3,30000,Uttara,72
1117,"Sector 7, Uttara, Dhaka",1400,3,3,30000,Uttara,72
1118,"Rupali Housing, Section 3, Mirpur, Dhaka",1200,3,3,17000,Mirpur,44
1119,"Section 2, Mirpur, Dhaka",1050,3,2,17000,Mirpur,44
1120,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1300,4,4,30000,Dhanmondi,14
1121,"Rupali Housing, Section 3, Mirpur, Dhaka",800,2,2,12000,Mirpur,44
1122,"Kuril, Dhaka",1150,3,3,20000,Kuril,36
1123,"Block G, Bashundhara R-A, Dhaka",1400,3,3,23000,Bashundhara,10
1124,"Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",900,2,2,17500,Hazaribag,20
1125,"Senpara Parbata, Section 10, Mirpur, Dhaka",800,2,2,14000,Mirpur,44
1126,"Joar Sahara, Dhaka",700,2,2,13500,Joar Sahara,23
1127,"South Matuail, Matuail, Demra, Dhaka",950,3,2,12000,Matuail,43
1128,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",450,1,1,11000,Badda,3
1129,"South Monipur, Mirpur, Dhaka",800,2,2,11000,Mirpur,44
1130,"Mohammadpur, Dhaka",650,2,1,14000,Mohammadpur,46
1131,"Mohammadpur, Dhaka",650,2,1,14000,Mohammadpur,46
1132,"Mirpur, Dhaka",850,3,2,11000,Mirpur,44
1133,"Jagannathpur, Badda, Dhaka",700,2,2,13000,Badda,3
1134,"Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,11000,Mirpur,44
1135,"Shahjadpur, Badda, Dhaka",650,2,2,25000,Badda,3
1136,"Block C, Bashundhara R-A, Dhaka",1450,3,4,25000,Bashundhara,10
1137,"Hazaribag, Dhaka",600,2,1,10000,Hazaribag,20
1138,"Nadda, Dhaka",700,2,2,13000,Nadda,49
1139,"Mirpur, Dhaka",1300,3,3,20000,Mirpur,44
1140,"Block I, Bashundhara R-A, Dhaka",1600,3,3,25000,Bashundhara,10
1141,"Jagannathpur, Badda, Dhaka",850,2,2,14000,Badda,3
1142,"West Shewrapara, Mirpur, Dhaka",1200,3,4,15000,Mirpur,44
1143,"Kuril, Dhaka",650,2,2,12000,Kuril,36
1144,"Block C, Bashundhara R-A, Dhaka",2100,3,4,45000,Bashundhara,10
1145,"Dhanmondi, Dhaka",2500,4,4,70000,Dhanmondi,14
1146,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1150,3,3,15000,Mohammadpur,46
1147,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1300,3,3,18000,Mohammadpur,46
1148,"Zafrabad, Hazaribag, Dhaka",800,2,2,18000,Zafrabad,74
1149,"Uttar Badda, Badda, Dhaka",750,2,2,16000,Badda,3
1150,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,3,12000,Uttara,72
1151,"Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",700,2,2,13000,Hazaribag,20
1152,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1000,3,2,18000,Dhanmondi,14
1153,"Middle Bashabo, Bashabo, Dhaka",700,2,2,14000,Bashabo,9
1154,"Paikpara, Mirpur, Dhaka",600,2,2,9000,Mirpur,44
1155,"Janata Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
1156,"Uttar Badda, Badda, Dhaka",600,2,2,17000,Badda,3
1157,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1075,2,2,12000,Mirpur,44
1158,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda,3
1159,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
1160,"aziz Moholla, Mohammadpur, Dhaka",1050,3,2,20000,Mohammadpur,46
1161,"aziz Moholla, Mohammadpur, Dhaka",1050,3,2,20000,Mohammadpur,46
1162,"PC Culture Housing, Mohammadpur, Dhaka",1500,3,4,32000,Mohammadpur,46
1163,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,44
1164,"Azimpur, Lalbagh, Dhaka",950,3,2,18000,Lalbagh,37
1165,"Janata Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
1166,"Baridhara, Dhaka",4400,4,4,170000,Baridhara,8
1167,"Wari, Sutrapur, Dhaka",1100,3,2,24000,Sutrapur,67
1168,"Comfort Housing, Adabor, Dhaka",800,2,2,15000,Adabor,0
1169,"Comfort Housing, Adabor, Dhaka",800,2,2,15000,Adabor,0
1170,"Comfort Housing, Adabor, Dhaka",800,2,2,15000,Adabor,0
1171,"East Rampura, Rampura, Dhaka",650,2,1,11000,Rampura,56
1172,"Comfort Housing, Adabor, Dhaka",800,2,2,15000,Adabor,0
1173,"Baridhara DOHS, Dhaka",2550,4,4,65000,Baridhara,8
1174,"Mohammadpur, Dhaka",650,2,2,15500,Mohammadpur,46
1175,"Mirpur, Dhaka",800,2,2,11000,Mirpur,44
1176,"Avenue 12, Mirpur DOHS, Mirpur, Dhaka",2250,4,4,45000,Mirpur,44
1177,"Mohammadpur, Dhaka",700,2,2,17000,Mohammadpur,46
1178,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,44
1179,"Block B, Section 12, Mirpur, Dhaka",1350,3,4,25000,Mirpur,44
1180,"Hashem Khan Road, Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",800,2,2,16000,Hazaribag,20
1181,"Mirpur, Dhaka",1100,3,3,15000,Mirpur,44
1182,"Adarsha Nagar, Badda, Dhaka",720,2,2,10000,Badda,3
1183,"aziz Moholla, Mohammadpur, Dhaka",750,2,2,15500,Mohammadpur,46
1184,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1200,3,3,28000,Dhanmondi,14
1185,"Kuril, Dhaka",850,3,2,14000,Kuril,36
1186,"Sonatangar, Jigatola, Hazaribag, Dhaka",800,2,2,15500,Hazaribag,20
1187,"Road No 9, Block A, Section 11, Mirpur, Dhaka",600,2,1,10500,Mirpur,44
1188,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara,72
1189,"Malibagh, Dhaka",700,2,2,16000,Malibagh,41
1190,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,17000,Mohammadpur,46
1191,"Uttar Badda, Badda, Dhaka",750,2,2,11500,Badda,3
1192,"Kathalbagan, Dhaka",850,2,2,20000,Kathalbagan,31
1193,"Section 2, Mirpur, Dhaka",550,1,1,10000,Mirpur,44
1194,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1150,3,3,13000,Mirpur,44
1195,"Badda, Dhaka",700,2,1,13000,Badda,3
1196,"Kathalbagan, Dhaka",1800,3,4,45000,Kathalbagan,31
1197,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,15000,Badda,3
1198,"Baitul Aman Housing Society, Adabor, Dhaka",700,2,2,15000,Adabor,0
1199,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1150,3,3,13000,Mirpur,44
1200,"Latif Real Estate, Katashur, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,46
1201,"Kathalbagan, Dhaka",1500,3,3,38000,Kathalbagan,31
1202,"North Mugdapara, Mugdapara, Dhaka",600,2,1,11500,Mugdapara,48
1203,"Dhanmondi, Dhaka",2400,3,3,70000,Dhanmondi,14
1204,"Joar Sahara, Dhaka",800,2,2,13500,Joar Sahara,23
1205,"Baridhara DOHS, Dhaka",1330,3,3,35000,Baridhara,8
1206,"West Nakhalpara, Tejgaon, Dhaka",1000,3,2,20000,Tejgaon,69
1207,"Joar Sahara, Dhaka",950,3,2,15000,Joar Sahara,23
1208,"Mirpur DOHS, Mirpur, Dhaka",1190,2,2,28000,Mirpur,44
1209,"South Banasree Project, Banasree, Dhaka",1050,3,2,13000,Banasree,5
1210,"Block B, South Banasree Project, Banasree, Dhaka",800,2,2,13000,Banasree,5
1211,"South Banasree Project, Banasree, Dhaka",1050,3,2,14000,Banasree,5
1212,"Block B, Section 12, Mirpur, Dhaka",1150,3,3,18000,Mirpur,44
1213,"West Nakhalpara, Tejgaon, Dhaka",956,2,2,21000,Tejgaon,69
1214,"East Nakhalpara, Tejgaon, Dhaka",1270,3,3,29000,Tejgaon,69
1215,"Block F, South Banasree Project, Banasree, Dhaka",650,2,2,11000,Banasree,5
1216,"Block F, South Banasree Project, Banasree, Dhaka",750,2,2,12000,Banasree,5
1217,"Dhanmondi, Dhaka",2430,3,3,50000,Dhanmondi,14
1218,"Jigatola, Hazaribag, Dhaka",950,3,3,25000,Hazaribag,20
1219,"Block C, Bashundhara R-A, Dhaka",1550,3,4,27000,Bashundhara,10
1220,"Block D, Section 11, Mirpur, Dhaka",1150,3,3,20000,Mirpur,44
1221,"Baridhara, Dhaka",3000,3,3,100000,Baridhara,8
1222,"Block B, Section 12, Mirpur, Dhaka",1600,3,2,30000,Mirpur,44
1223,"Maghbazar, Dhaka",1330,3,3,28000,Maghbazar,40
1224,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",750,2,2,14000,Shyamoli,65
1225,"Nikunja 2, Nikunja, Dhaka",1500,3,3,35000,Nikunja,52
1226,"Baitul Aman Housing Society, Adabor, Dhaka",1240,3,3,25000,Adabor,0
1227,"Sector 13, Uttara, Dhaka",900,2,2,18000,Uttara,72
1228,"Naya Paltan, Motijheel, Dhaka",1250,3,3,35000,Paltan,53
1229,"Tajmahal Road, Mohammadpur, Dhaka",1800,3,3,35000,Mohammadpur,46
1230,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,14000,Vatara,73
1231,"Mohammadpur, Dhaka",650,2,2,15000,Mohammadpur,46
1232,"Shiddheswari, Dhaka",1320,3,4,32000,Shiddheswari,64
1233,"Janata Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
1234,"Janata Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
1235,"Kafrul, Dhaka",750,2,2,12000,Kafrul,26
1236,"Section 10, Mirpur, Dhaka",1150,3,3,17000,Mirpur,44
1237,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,18000,Adabor,0
1238,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,18000,Adabor,0
1239,"Adabor, Dhaka",1100,3,2,18000,Adabor,0
1240,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur,46
1241,"Adabor, Dhaka",800,2,2,16000,Adabor,0
1242,"Gawair, Dakshin Khan, Dhaka",500,2,2,10000,Dakshin Khan,12
1243,"Ray Shaheb Bazar, Sutrapur, Dhaka",1250,3,3,25000,Sutrapur,67
1244,"Purana Paltan, Motijheel, Dhaka",800,2,2,23000,Paltan,53
1245,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",1100,2,3,26000,Mirpur,44
1246,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",650,2,1,9000,Mirpur,44
1247,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",700,1,1,10000,Mirpur,44
1248,"Block G, Section 1, Mirpur, Dhaka",650,2,1,12000,Mirpur,44
1249,"Mohammadpur, Dhaka",800,3,2,14500,Mohammadpur,46
1250,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",1500,3,3,28000,Mirpur,44
1251,"aziz Moholla, Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur,46
1252,"Block E, Banasree, Dhaka",950,2,2,15000,Banasree,5
1253,"Mohammadi Housing LTD., Mohammadpur, Dhaka",620,1,1,10000,Mohammadpur,46
1254,"Block G, Bashundhara R-A, Dhaka",1500,3,3,26000,Bashundhara,10
1255,"Block J, Banasree, Dhaka",850,2,2,14000,Banasree,5
1256,"Shantinagar, Dhaka",1100,3,3,28000,Shantinagar,61
1257,"Shantinagar, Dhaka",700,2,2,20000,Shantinagar,61
1258,"Block H, Section 2, Mirpur, Dhaka",700,2,2,13500,Mirpur,44
1259,"Block A, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",620,2,1,12000,Mohammadpur,46
1260,"Rupnagar R/A, Mirpur, Dhaka",700,3,2,15000,Mirpur,44
1261,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",800,2,2,16000,Badda,3
1262,"Block F, aziz Moholla, Mohammadpur, Dhaka",550,2,1,12000,Mohammadpur,46
1263,"Mohammadpur, Dhaka",800,2,2,13500,Mohammadpur,46
1264,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,44
1265,"Block D, Bashundhara R-A, Dhaka",1250,3,3,20000,Bashundhara,10
1266,"Sector 10, Uttara, Dhaka",1600,3,3,20000,Uttara,72
1267,"Sector 10, Uttara, Dhaka",1600,3,3,20000,Uttara,72
1268,"Block C, Section 12, Mirpur, Dhaka",650,2,2,14000,Mirpur,44
1269,"Sector 14, Uttara, Dhaka",1000,3,2,20000,Uttara,72
1270,"Mohammadia Housing Society, Mohammadpur, Dhaka",950,2,2,20000,Mohammadpur,46
1271,"Khilgaon, Dhaka",850,3,2,15000,Khilgaon,33
1272,"Shantinagar, Dhaka",700,2,2,20000,Shantinagar,61
1273,"Kalachandpur, Dhaka",550,1,1,11000,Kalachandpur,29
1274,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
1275,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
1276,"North Shahjahanpur, Dhaka",1100,3,3,26000,Shahjahanpur,60
1277,"PC Culture Housing, Mohammadpur, Dhaka",750,2,2,13000,Mohammadpur,46
1278,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur,46
1279,"Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur,46
1280,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,44
1281,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,4,40000,Mirpur,44
1282,"Vatara, Badda, Dhaka",1200,3,3,22000,Vatara,73
1283,"Shantinagar, Dhaka",700,2,2,19000,Shantinagar,61
1284,"Shantinagar, Dhaka",1400,3,3,30000,Shantinagar,61
1285,"Dhanmondi, Dhaka",1200,3,3,24500,Dhanmondi,14
1286,"Sector 4, Uttara, Dhaka",1200,3,3,35000,Uttara,72
1287,"Ibrahimpur, Dhaka",750,2,2,13000,Ibrahimpur,21
1288,"Kalabagan, Dhaka",550,2,1,18000,Kalabagan,28
1289,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,17000,Mirpur,44
1290,"Mohammadpur, Dhaka",720,2,2,17000,Mohammadpur,46
1291,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1050,3,2,18000,Mohammadpur,46
1292,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750,3,2,12000,Mohammadpur,46
1293,"Mohammadpur, Dhaka",600,2,1,20000,Mohammadpur,46
1294,"South Bishil, Section 1, Mirpur, Dhaka",750,2,2,15000,Mirpur,44
1295,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,15000,Badda,3
1296,"Maghbazar, Dhaka",1200,3,3,25000,Maghbazar,40
1297,"Banasree, Dhaka",650,2,2,12000,Banasree,5
1298,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,44
1299,"South Badda, Badda, Dhaka",750,2,2,16000,Badda,3
1300,"West Shewrapara, Mirpur, Dhaka",800,2,2,14000,Mirpur,44
1301,"Tekpara, Badda, Dhaka",1250,3,3,15000,Badda,3
1302,"Tekpara, Badda, Dhaka",1250,3,3,15000,Badda,3
1303,"Sector 14, Uttara, Dhaka",900,2,2,16000,Uttara,72
1304,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",900,3,2,13000,Vatara,73
1305,"Sector 14, Uttara, Dhaka",1200,3,2,20000,Uttara,72
1306,"Block C, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
1307,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900,2,2,17000,Dhanmondi,14
1308,"Senpara Parbata, Section 10, Mirpur, Dhaka",1580,4,3,25000,Mirpur,44
1309,"Mohammadpur, Dhaka",750,2,2,15500,Mohammadpur,46
1310,"Sector 12, Uttara, Dhaka",800,2,2,20000,Uttara,72
1311,"Shantinagar, Dhaka",1300,3,3,30000,Shantinagar,61
1312,"Kuril, Dhaka",1200,3,3,22000,Kuril,36
1313,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
1314,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1050,3,2,18000,Mohammadpur,46
1315,"Section 1, Mirpur, Dhaka",1200,2,2,15000,Mirpur,44
1316,"Jahuri Moholla, Mohammadpur, Dhaka",750,2,2,15500,Mohammadpur,46
1317,"Paribagh, Dhaka",1754,3,3,30000,Paribagh,55
1318,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1050,3,2,15000,Mirpur,44
1319,"Baridhara, Dhaka",3000,3,4,120000,Baridhara,8
1320,"Malibagh, Dhaka",1150,3,3,24000,Malibagh,41
1321,"Block B, Section 12, Mirpur, Dhaka",650,3,2,15000,Mirpur,44
1322,"Block E, South Banasree Project, Banasree, Dhaka",600,2,2,11000,Banasree,5
1323,"Shyamoli, Dhaka",1050,3,2,18000,Shyamoli,65
1324,"Block D, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1325,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,44
1326,"Block B, Section 12, Mirpur, Dhaka",1150,3,4,22000,Mirpur,44
1327,"Block A, Section 13, Mirpur, Dhaka",700,2,2,14000,Mirpur,44
1328,"Block E, South Banasree Project, Banasree, Dhaka",900,3,2,13000,Banasree,5
1329,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2100,3,3,40000,Mirpur,44
1330,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",800,2,2,16000,Dhanmondi,14
1331,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
1332,"22 Bari, West Kazipara, Mirpur, Dhaka",800,2,2,12000,Mirpur,44
1333,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",1075,2,3,27000,Mirpur,44
1334,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2150,3,3,40000,Mirpur,44
1335,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur,44
1336,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2150,3,3,40000,Mirpur,44
1337,"Agargaon, Dhaka",800,2,2,15000,Agargaon,2
1338,"Block B, Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur,44
1339,"Sector 7, Uttara, Dhaka",1450,3,3,32000,Uttara,72
1340,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,26500,Mirpur,44
1341,"Avenue 5, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,43000,Mirpur,44
1342,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,42000,Mirpur,44
1343,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,44000,Mirpur,44
1344,"Mirpur DOHS, Mirpur, Dhaka",2200,4,4,43000,Mirpur,44
1345,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,42000,Mirpur,44
1346,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,44000,Mirpur,44
